"Notes"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Mixed small and large cell (diffuse) - Malignant neoplasms"	"C83.2"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Large cell (diffuse) - Malignant neoplasms"	"C83.3"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Large cell (diffuse) - Malignant neoplasms"	"C83.3"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Large cell (diffuse) - Malignant neoplasms"	"C83.3"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Large cell (diffuse) - Malignant neoplasms"	"C83.3"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Large cell (diffuse) - Malignant neoplasms"	"C83.3"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Large cell (diffuse) - Malignant neoplasms"	"C83.3"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Large cell (diffuse) - Malignant neoplasms"	"C83.3"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Large cell (diffuse) - Malignant neoplasms"	"C83.3"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Large cell (diffuse) - Malignant neoplasms"	"C83.3"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Large cell (diffuse) - Malignant neoplasms"	"C83.3"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Large cell (diffuse) - Malignant neoplasms"	"C83.3"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Large cell (diffuse) - Malignant neoplasms"	"C83.3"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Large cell (diffuse) - Malignant neoplasms"	"C83.3"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Large cell (diffuse) - Malignant neoplasms"	"C83.3"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Large cell (diffuse) - Malignant neoplasms"	"C83.3"	"2013"	"2013"	10	1602413	Unreliable
	"Large cell (diffuse) - Malignant neoplasms"	"C83.3"	"2014"	"2014"	17	1627763	Unreliable
	"Large cell (diffuse) - Malignant neoplasms"	"C83.3"	"2015"	"2015"	17	1653141	Unreliable
	"Large cell (diffuse) - Malignant neoplasms"	"C83.3"	"2016"	"2016"	18	1671143	Unreliable
	"Immunoblastic (diffuse) - Malignant neoplasms"	"C83.4"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Immunoblastic (diffuse) - Malignant neoplasms"	"C83.4"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Immunoblastic (diffuse) - Malignant neoplasms"	"C83.4"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Immunoblastic (diffuse) - Malignant neoplasms"	"C83.4"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Immunoblastic (diffuse) - Malignant neoplasms"	"C83.4"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Immunoblastic (diffuse) - Malignant neoplasms"	"C83.4"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Immunoblastic (diffuse) - Malignant neoplasms"	"C83.4"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Immunoblastic (diffuse) - Malignant neoplasms"	"C83.4"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Immunoblastic (diffuse) - Malignant neoplasms"	"C83.4"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Immunoblastic (diffuse) - Malignant neoplasms"	"C83.4"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Immunoblastic (diffuse) - Malignant neoplasms"	"C83.4"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Immunoblastic (diffuse) - Malignant neoplasms"	"C83.4"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Immunoblastic (diffuse) - Malignant neoplasms"	"C83.4"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Immunoblastic (diffuse) - Malignant neoplasms"	"C83.4"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Immunoblastic (diffuse) - Malignant neoplasms"	"C83.4"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Immunoblastic (diffuse) - Malignant neoplasms"	"C83.4"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Immunoblastic (diffuse) - Malignant neoplasms"	"C83.4"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Immunoblastic (diffuse) - Malignant neoplasms"	"C83.4"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Lymphoblastic (diffuse) - Malignant neoplasms"	"C83.5"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Lymphoblastic (diffuse) - Malignant neoplasms"	"C83.5"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Lymphoblastic (diffuse) - Malignant neoplasms"	"C83.5"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Lymphoblastic (diffuse) - Malignant neoplasms"	"C83.5"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Lymphoblastic (diffuse) - Malignant neoplasms"	"C83.5"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Lymphoblastic (diffuse) - Malignant neoplasms"	"C83.5"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Lymphoblastic (diffuse) - Malignant neoplasms"	"C83.5"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Lymphoblastic (diffuse) - Malignant neoplasms"	"C83.5"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Lymphoblastic (diffuse) - Malignant neoplasms"	"C83.5"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Lymphoblastic (diffuse) - Malignant neoplasms"	"C83.5"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Lymphoblastic (diffuse) - Malignant neoplasms"	"C83.5"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Lymphoblastic (diffuse) - Malignant neoplasms"	"C83.5"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Lymphoblastic (diffuse) - Malignant neoplasms"	"C83.5"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Lymphoblastic (diffuse) - Malignant neoplasms"	"C83.5"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Lymphoblastic (diffuse) - Malignant neoplasms"	"C83.5"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Lymphoblastic (diffuse) - Malignant neoplasms"	"C83.5"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Lymphoblastic (diffuse) - Malignant neoplasms"	"C83.5"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Lymphoblastic (diffuse) - Malignant neoplasms"	"C83.5"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Undifferentiated (diffuse) - Malignant neoplasms"	"C83.6"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Undifferentiated (diffuse) - Malignant neoplasms"	"C83.6"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Undifferentiated (diffuse) - Malignant neoplasms"	"C83.6"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Undifferentiated (diffuse) - Malignant neoplasms"	"C83.6"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Undifferentiated (diffuse) - Malignant neoplasms"	"C83.6"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Undifferentiated (diffuse) - Malignant neoplasms"	"C83.6"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Undifferentiated (diffuse) - Malignant neoplasms"	"C83.6"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Undifferentiated (diffuse) - Malignant neoplasms"	"C83.6"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Undifferentiated (diffuse) - Malignant neoplasms"	"C83.6"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Undifferentiated (diffuse) - Malignant neoplasms"	"C83.6"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Undifferentiated (diffuse) - Malignant neoplasms"	"C83.6"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Undifferentiated (diffuse) - Malignant neoplasms"	"C83.6"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Undifferentiated (diffuse) - Malignant neoplasms"	"C83.6"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Undifferentiated (diffuse) - Malignant neoplasms"	"C83.6"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Undifferentiated (diffuse) - Malignant neoplasms"	"C83.6"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Undifferentiated (diffuse) - Malignant neoplasms"	"C83.6"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Undifferentiated (diffuse) - Malignant neoplasms"	"C83.6"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Undifferentiated (diffuse) - Malignant neoplasms"	"C83.6"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Burkitt's tumour - Malignant neoplasms"	"C83.7"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Burkitt's tumour - Malignant neoplasms"	"C83.7"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Burkitt's tumour - Malignant neoplasms"	"C83.7"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Burkitt's tumour - Malignant neoplasms"	"C83.7"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Burkitt's tumour - Malignant neoplasms"	"C83.7"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Burkitt's tumour - Malignant neoplasms"	"C83.7"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Burkitt's tumour - Malignant neoplasms"	"C83.7"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Burkitt's tumour - Malignant neoplasms"	"C83.7"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Burkitt's tumour - Malignant neoplasms"	"C83.7"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Burkitt's tumour - Malignant neoplasms"	"C83.7"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Burkitt's tumour - Malignant neoplasms"	"C83.7"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Burkitt's tumour - Malignant neoplasms"	"C83.7"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Burkitt's tumour - Malignant neoplasms"	"C83.7"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Burkitt's tumour - Malignant neoplasms"	"C83.7"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Burkitt's tumour - Malignant neoplasms"	"C83.7"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Burkitt's tumour - Malignant neoplasms"	"C83.7"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Burkitt's tumour - Malignant neoplasms"	"C83.7"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Burkitt's tumour - Malignant neoplasms"	"C83.7"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Other types of diffuse non-Hodgkin's lymphoma - Malignant neoplasms"	"C83.8"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Other types of diffuse non-Hodgkin's lymphoma - Malignant neoplasms"	"C83.8"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Other types of diffuse non-Hodgkin's lymphoma - Malignant neoplasms"	"C83.8"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Other types of diffuse non-Hodgkin's lymphoma - Malignant neoplasms"	"C83.8"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Other types of diffuse non-Hodgkin's lymphoma - Malignant neoplasms"	"C83.8"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Other types of diffuse non-Hodgkin's lymphoma - Malignant neoplasms"	"C83.8"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Other types of diffuse non-Hodgkin's lymphoma - Malignant neoplasms"	"C83.8"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Other types of diffuse non-Hodgkin's lymphoma - Malignant neoplasms"	"C83.8"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Other types of diffuse non-Hodgkin's lymphoma - Malignant neoplasms"	"C83.8"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Other types of diffuse non-Hodgkin's lymphoma - Malignant neoplasms"	"C83.8"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Other types of diffuse non-Hodgkin's lymphoma - Malignant neoplasms"	"C83.8"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Other types of diffuse non-Hodgkin's lymphoma - Malignant neoplasms"	"C83.8"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Other types of diffuse non-Hodgkin's lymphoma - Malignant neoplasms"	"C83.8"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Other types of diffuse non-Hodgkin's lymphoma - Malignant neoplasms"	"C83.8"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Other types of diffuse non-Hodgkin's lymphoma - Malignant neoplasms"	"C83.8"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Other types of diffuse non-Hodgkin's lymphoma - Malignant neoplasms"	"C83.8"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Other types of diffuse non-Hodgkin's lymphoma - Malignant neoplasms"	"C83.8"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Other types of diffuse non-Hodgkin's lymphoma - Malignant neoplasms"	"C83.8"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Diffuse non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C83.9"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Diffuse non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C83.9"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Diffuse non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C83.9"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Diffuse non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C83.9"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Diffuse non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C83.9"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Diffuse non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C83.9"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Diffuse non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C83.9"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Diffuse non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C83.9"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Diffuse non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C83.9"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Diffuse non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C83.9"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Diffuse non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C83.9"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Diffuse non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C83.9"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Diffuse non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C83.9"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Diffuse non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C83.9"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Diffuse non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C83.9"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Diffuse non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C83.9"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Diffuse non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C83.9"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Diffuse non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C83.9"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Sezary's disease - Malignant neoplasms"	"C84.1"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Sezary's disease - Malignant neoplasms"	"C84.1"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Sezary's disease - Malignant neoplasms"	"C84.1"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Sezary's disease - Malignant neoplasms"	"C84.1"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Sezary's disease - Malignant neoplasms"	"C84.1"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Sezary's disease - Malignant neoplasms"	"C84.1"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Sezary's disease - Malignant neoplasms"	"C84.1"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Sezary's disease - Malignant neoplasms"	"C84.1"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Sezary's disease - Malignant neoplasms"	"C84.1"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Sezary's disease - Malignant neoplasms"	"C84.1"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Sezary's disease - Malignant neoplasms"	"C84.1"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Sezary's disease - Malignant neoplasms"	"C84.1"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Sezary's disease - Malignant neoplasms"	"C84.1"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Sezary's disease - Malignant neoplasms"	"C84.1"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Sezary's disease - Malignant neoplasms"	"C84.1"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Sezary's disease - Malignant neoplasms"	"C84.1"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Sezary's disease - Malignant neoplasms"	"C84.1"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Sezary's disease - Malignant neoplasms"	"C84.1"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"T-zone lymphoma - Malignant neoplasms"	"C84.2"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"T-zone lymphoma - Malignant neoplasms"	"C84.2"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"T-zone lymphoma - Malignant neoplasms"	"C84.2"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"T-zone lymphoma - Malignant neoplasms"	"C84.2"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"T-zone lymphoma - Malignant neoplasms"	"C84.2"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"T-zone lymphoma - Malignant neoplasms"	"C84.2"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"T-zone lymphoma - Malignant neoplasms"	"C84.2"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"T-zone lymphoma - Malignant neoplasms"	"C84.2"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"T-zone lymphoma - Malignant neoplasms"	"C84.2"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"T-zone lymphoma - Malignant neoplasms"	"C84.2"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"T-zone lymphoma - Malignant neoplasms"	"C84.2"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"T-zone lymphoma - Malignant neoplasms"	"C84.2"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"T-zone lymphoma - Malignant neoplasms"	"C84.2"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"T-zone lymphoma - Malignant neoplasms"	"C84.2"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"T-zone lymphoma - Malignant neoplasms"	"C84.2"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"T-zone lymphoma - Malignant neoplasms"	"C84.2"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"T-zone lymphoma - Malignant neoplasms"	"C84.2"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"T-zone lymphoma - Malignant neoplasms"	"C84.2"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Lymphoepithelioid lymphoma - Malignant neoplasms"	"C84.3"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Lymphoepithelioid lymphoma - Malignant neoplasms"	"C84.3"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Lymphoepithelioid lymphoma - Malignant neoplasms"	"C84.3"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Lymphoepithelioid lymphoma - Malignant neoplasms"	"C84.3"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Lymphoepithelioid lymphoma - Malignant neoplasms"	"C84.3"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Lymphoepithelioid lymphoma - Malignant neoplasms"	"C84.3"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Lymphoepithelioid lymphoma - Malignant neoplasms"	"C84.3"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Lymphoepithelioid lymphoma - Malignant neoplasms"	"C84.3"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Lymphoepithelioid lymphoma - Malignant neoplasms"	"C84.3"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Lymphoepithelioid lymphoma - Malignant neoplasms"	"C84.3"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Lymphoepithelioid lymphoma - Malignant neoplasms"	"C84.3"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Lymphoepithelioid lymphoma - Malignant neoplasms"	"C84.3"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Lymphoepithelioid lymphoma - Malignant neoplasms"	"C84.3"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Lymphoepithelioid lymphoma - Malignant neoplasms"	"C84.3"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Lymphoepithelioid lymphoma - Malignant neoplasms"	"C84.3"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Lymphoepithelioid lymphoma - Malignant neoplasms"	"C84.3"	"2014"	"2014"	Suppressed	1627763	Suppressed
