County,County Code,Year,Race,Race Code,Deaths,Population,Crude Rate,Age Adjusted Rate
"Wayne County, OH",39169,2003,White,2106-3,946,109874,861,826.3
"Wayne County, OH",39169,2004,Black or African American,2054-5,11,2089,526.6 (Unreliable),813.4 (Unreliable)
"Wayne County, OH",39169,2004,White,2106-3,934,110001,849.1,810.3
"Wayne County, OH",39169,2005,Black or African American,2054-5,12,2109,569.0 (Unreliable),851.0 (Unreliable)
"Wayne County, OH",39169,2005,White,2106-3,1023,110297,927.5,872.8
"Wayne County, OH",39169,2006,White,2106-3,946,110910,852.9,780.9
"Wayne County, OH",39169,2007,Black or African American,2054-5,15,2188,685.6 (Unreliable),962.3 (Unreliable)
"Wayne County, OH",39169,2007,White,2106-3,935,110812,843.8,757.7
"Wayne County, OH",39169,2008,Black or African American,2054-5,17,2197,773.8 (Unreliable),1201.5 (Unreliable)
"Wayne County, OH",39169,2008,White,2106-3,1008,111175,906.7,800.7
"Wayne County, OH",39169,2009,Black or African American,2054-5,13,2209,588.5 (Unreliable),957.2 (Unreliable)
"Wayne County, OH",39169,2009,White,2106-3,994,111133,894.4,770.4
"Wayne County, OH",39169,2010,Black or African American,2054-5,12,2264,530.0 (Unreliable),927.3 (Unreliable)
"Wayne County, OH",39169,2010,White,2106-3,1012,111002,911.7,770.7
"Williams County, OH",39171,2000,White,2106-3,382,38524,991.6,875
"Williams County, OH",39171,2001,White,2106-3,367,38384,956.1,828.5
"Williams County, OH",39171,2002,White,2106-3,333,38239,870.8,740.7
"Williams County, OH",39171,2003,White,2106-3,353,38039,928,776.4
"Williams County, OH",39171,2004,White,2106-3,389,37978,1024.3,862.4
"Williams County, OH",39171,2005,White,2106-3,369,37818,975.7,798.2
"Williams County, OH",39171,2006,White,2106-3,393,37814,1039.3,840.5
"Williams County, OH",39171,2007,White,2106-3,343,37786,907.7,714.9
"Williams County, OH",39171,2008,White,2106-3,390,37534,1039.1,803.2
"Williams County, OH",39171,2009,White,2106-3,369,37183,992.4,766.1
"Williams County, OH",39171,2010,White,2106-3,374,36842,1015.1,768.8
"Wood County, OH",39173,2000,White,2106-3,915,117553,778.4,859.3
"Wood County, OH",39173,2001,White,2106-3,950,118034,804.9,873.5
"Wood County, OH",39173,2002,White,2106-3,921,118045,780.2,832.4
"Wood County, OH",39173,2003,White,2106-3,918,118443,775.1,818.4
"Wood County, OH",39173,2004,White,2106-3,884,119423,740.2,767.9
"Wood County, OH",39173,2005,White,2106-3,891,119695,744.4,758.6
"Wood County, OH",39173,2006,White,2106-3,990,119788,826.5,818.4
"Wood County, OH",39173,2007,White,2106-3,942,119822,786.2,763
"Wood County, OH",39173,2008,White,2106-3,930,119574,777.8,749.5
"Wood County, OH",39173,2009,White,2106-3,939,119411,786.4,742.8
"Wood County, OH",39173,2010,White,2106-3,982,119328,822.9,769.9
"Wyandot County, OH",39175,2000,White,2106-3,245,22705,1079.1,892.1
"Wyandot County, OH",39175,2001,White,2106-3,232,22579,1027.5,844.2
"Wyandot County, OH",39175,2002,White,2106-3,233,22592,1031.3,840.6
"Wyandot County, OH",39175,2003,White,2106-3,243,22594,1075.5,879.7
"Wyandot County, OH",39175,2004,White,2106-3,250,22678,1102.4,903.4
"Wyandot County, OH",39175,2005,White,2106-3,230,22568,1019.1,830.2
"Wyandot County, OH",39175,2006,White,2106-3,224,22465,997.1,797
"Wyandot County, OH",39175,2007,White,2106-3,231,22447,1029.1,794.8
"Wyandot County, OH",39175,2008,White,2106-3,221,22366,988.1,754.4
"Wyandot County, OH",39175,2009,White,2106-3,233,22370,1041.6,801.2
"Wyandot County, OH",39175,2010,White,2106-3,213,22328,954,723.3
